,FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,Width,Time,species
3269,0.0,1697.0,34141.0,4394.0,2235.0,202.0,5776.00244140625,3654.99951171875,26909.994140625,3804.0,65.0,221.0,1
3270,9124.0,6002.0,19131.0,2622.0,1482.0,0.0,32666.00390625,10988.998046875,18916.001953125,2245.0,53.0,413.0,1
3271,3260.0,4711.0,94313.0,12502.0,4480.0,200.0,12681.001953125,6152.998046875,62787.99609375,9066.0,78.0,285.0,1
3272,12541.0,7673.0,43495.0,5802.0,1783.0,18.0,22453.0078125,10643.001953125,39715.01953125,5638.0,61.0,369.0,1
3273,13674.0,1500.0,69618.0,9307.0,3418.0,0.0,48601.9765625,3474.001220703125,72355.0234375,9492.0,66.0,265.0,1
3274,11380.0,4654.0,11234.0,1514.0,1041.0,50.0,37149.99609375,6934.998046875,10895.99609375,1472.0,43.0,587.0,1
3275,7690.0,4522.0,127116.0,17988.0,5088.0,560.0,31088.00390625,7000.0029296875,126053.9609375,17155.0,68.0,543.0,1
3276,1170.0,1573.0,211719.0,31367.0,11477.0,0.0,12963.0048828125,3731.999755859375,198649.921875,29001.0,68.0,613.0,1
3277,12277.0,5588.0,6154.0,1184.0,802.0,0.0,34320.9921875,9516.998046875,6419.00146484375,1172.0,36.0,614.0,1
3278,11842.0,2790.0,4438.0,745.0,0.0,0.0,34046.98828125,5348.99951171875,4679.9990234375,682.0,33.0,494.0,6
3279,5856.0,2528.0,20168.0,3378.0,1075.0,471.0,21610.99609375,4337.00146484375,20120.009765625,3092.0,56.0,421.0,1
3280,16405.0,5371.0,152658.0,21815.0,5250.0,97.0,33303.0078125,7745.001953125,130564.984375,17418.0,72.0,406.0,1
3281,18816.0,9197.0,171821.0,24156.0,6421.0,0.0,54537.99609375,14823.005859375,160556.9375,22767.0,68.0,333.0,1
3282,9100.0,2256.0,28191.0,3616.0,1133.0,62.0,28254.005859375,4032.999267578125,28279.994140625,2992.0,63.0,254.0,1
3283,12163.0,4228.0,38721.0,5413.0,1767.0,226.0,25409.005859375,4514.001953125,36369.0,4997.0,62.0,611.0,1
3284,15894.0,5431.0,108848.0,14900.0,6269.0,1021.0,47335.015625,9853.9970703125,100025.9609375,13471.0,74.0,493.0,1
3285,13923.0,4368.0,219258.0,30111.0,10507.0,0.0,27509.001953125,8379.0009765625,174880.953125,24508.0,89.0,306.0,1
3286,2584.0,1880.0,71772.0,10582.0,3473.0,3.0,6460.0,2086.99951171875,62453.984375,9460.0,70.0,344.0,1
3287,11209.0,6140.0,100687.0,13984.0,5342.0,60.0,42969.0078125,10486.0048828125,101477.0,14262.0,65.0,278.0,1
3288,199835.0,41886.0,91393.0,12062.0,4859.0,38.0,447763.125,66177.96875,89185.96875,11684.0,63.0,532.0,1
3289,24220.0,6541.0,120106.0,14225.0,5012.0,0.0,55293.97265625,12542.9970703125,124315.0234375,14698.0,66.0,308.0,1
3290,10094.0,2305.0,14982.0,2153.0,362.0,232.0,25198.00390625,3038.999755859375,15105.9970703125,2057.0,43.0,581.0,1
3291,7722.0,2071.0,5391.0,667.0,896.0,462.0,24875.00390625,3526.0009765625,5185.00146484375,680.0,37.0,582.0,6
3292,6794.0,9388.0,110641.0,14558.0,4162.0,191.0,31787.986328125,13434.0009765625,101885.046875,13454.0,68.0,218.0,1
3293,1134.0,602.0,31712.0,8163.0,7164.0,0.0,12187.00390625,3305.000244140625,29520.986328125,7849.0,63.0,165.0,1
3294,12317.0,302.0,7145.0,885.0,428.0,263.0,45983.0078125,1099.0001220703123,7733.99658203125,862.0,35.0,483.0,6
3295,17835.0,4530.0,206223.0,27948.0,8588.0,0.0,47496.9921875,6440.9970703125,201814.953125,27523.0,69.0,253.0,1
3296,9934.0,2966.0,17048.0,2353.0,1373.0,159.0,29340.990234375,5519.00048828125,15916.99609375,2397.0,59.0,265.0,1
3297,8564.0,2504.0,7762.0,952.0,771.0,246.0,30744.98828125,5297.00244140625,8321.9970703125,979.0,36.0,477.0,6
3298,15252.0,809.0,97740.0,13376.0,3581.0,479.0,50977.00390625,4570.0,99410.0078125,13343.0,68.0,460.0,1
3299,27146.0,14133.0,67443.0,9403.0,3104.0,117.0,62050.9921875,21121.99609375,55198.98046875,7697.0,67.0,482.0,1
3300,9120.0,3413.0,6276.0,1061.0,359.0,0.0,26973.998046875,5661.99951171875,5939.998046875,985.0,38.0,601.0,1
3301,7305.0,442.0,18964.0,2542.0,1265.0,411.0,22213.9921875,1533.0006103515625,18888.998046875,2388.0,55.0,507.0,6
3302,30532.0,6941.0,248897.0,33982.0,12065.0,0.0,51157.00390625,7194.001953125,202916.9375,27753.0,90.0,550.0,1
3303,11635.0,4249.0,13469.0,2171.0,1187.0,220.0,40386.015625,6868.00244140625,12506.9951171875,1752.0,55.0,584.0,1
3304,10150.0,2401.0,83556.0,11784.0,4291.0,0.0,22934.0078125,3005.998779296875,84779.0390625,12334.0,67.0,170.0,1
3305,3728.0,519.0,13902.0,2101.0,888.0,95.0,9877.0009765625,2728.0,13862.001953125,2022.0,40.0,287.0,6
3306,10807.0,7535.0,591815.0,94024.0,30091.0,0.0,26880.009765625,11125.001953125,470638.8125,76396.0,92.0,189.0,1
3307,1096.0,2839.0,68784.0,9468.0,2310.0,0.0,9146.00390625,6802.9970703125,73309.015625,9925.0,65.0,196.0,1
3308,5443.0,555.0,16958.0,1896.0,923.0,0.0,24344.005859375,2560.0,16546.0078125,2038.0,58.0,539.0,6
3309,5974.0,2254.0,4958.0,607.0,85.0,41.0,22922.00390625,4976.99853515625,5454.99853515625,747.0,33.0,444.0,6
3310,6994.0,1082.0,27180.0,3766.0,1749.0,232.0,18892.998046875,2335.000244140625,27269.01171875,3520.0,53.0,597.0,1
3311,21496.0,2856.0,70639.0,9501.0,4155.0,503.0,47812.984375,3909.998291015625,66124.03125,8914.0,67.0,161.0,1
3312,6818.0,0.0,68732.0,9844.0,3699.0,0.0,17922.005859375,2661.999267578125,71055.0234375,10070.0,65.0,251.0,6
3313,0.0,1864.0,9564.0,1741.0,1117.0,0.0,9409.998046875,5475.9990234375,8141.9970703125,1359.0,43.0,393.0,6
3314,101.0,248.0,5385.0,1031.0,170.0,309.0,7683.00048828125,1483.9998779296875,4108.0,762.0,61.0,514.0,1
3315,5048.0,702.0,18646.0,3071.0,1787.0,127.0,18526.990234375,3903.999267578125,20313.0,2989.0,43.0,558.0,6
3316,11174.0,7570.0,19816.0,2663.0,537.0,50.0,33634.9921875,9990.998046875,19765.99609375,2534.0,48.0,390.0,1
3317,12096.0,406.0,12696.0,1928.0,998.0,187.0,42860.01953125,2754.99951171875,13244.0029296875,1781.0,53.0,552.0,6
3318,10847.0,2135.0,20785.0,2527.0,1675.0,0.0,25741.001953125,2993.00048828125,20802.0078125,2727.0,62.0,262.0,1
3319,3884.0,2220.0,22197.0,2983.0,1442.0,493.0,19018.001953125,3807.999267578125,22447.99609375,2990.0,64.0,418.0,1
3320,15426.0,4976.0,31090.0,4205.0,1164.0,309.0,37669.0078125,8974.9990234375,28591.990234375,3758.0,54.0,477.0,1
3321,8949.0,1606.0,42365.0,5479.0,2834.0,543.0,31772.013671875,3105.000244140625,43947.01953125,5445.0,61.0,303.0,1
3322,10045.0,4554.0,89701.0,12950.0,4235.0,800.0,26526.01171875,5225.00048828125,90279.9609375,13159.0,67.0,226.0,1
3323,10713.0,1629.0,90818.0,11512.0,5246.0,108.0,31496.994140625,3704.998779296875,91649.9921875,12147.0,67.0,531.0,1
3324,2061.0,969.0,59002.0,7968.0,3467.0,10.0,23568.009765625,3801.00048828125,58381.97265625,8084.0,61.0,238.0,1
3325,4992.0,4063.0,20697.0,3234.0,1164.0,415.0,21383.00390625,5683.99755859375,19868.998046875,2924.0,53.0,335.0,1
3326,2675.0,2019.0,38801.0,5434.0,2060.0,0.0,16061.0,4107.0009765625,41775.9921875,5320.0,64.0,264.0,1
3327,4703.0,3519.0,21841.0,2640.0,1761.0,0.0,9853.9970703125,6139.00146484375,22150.994140625,2896.0,61.0,584.0,1
3328,4263.0,319.0,71262.0,16467.0,9197.0,65.0,8135.9970703125,1500.0,69998.9921875,16177.0,65.0,327.0,1
3329,10750.0,4545.0,60810.0,9289.0,3582.0,639.0,32434.986328125,6522.00146484375,60854.99609375,9166.0,65.0,263.0,1
3330,8793.0,2073.0,21363.0,2869.0,1130.0,0.0,26617.009765625,4201.0009765625,20259.00390625,2596.0,63.0,208.0,1
3331,4543.0,1217.0,9366.0,1618.0,481.0,350.0,20250.00390625,2719.000244140625,9618.0029296875,1389.0,39.0,449.0,6
3332,3202.0,504.0,5175.0,919.0,90.0,322.0,9002.0009765625,2042.0008544921875,4900.0009765625,677.0,41.0,243.0,6
3333,6518.0,2615.0,22419.0,3647.0,368.0,0.0,30502.005859375,5010.00048828125,20987.005859375,3127.0,54.0,175.0,1
3334,6797.0,2504.0,77354.0,10721.0,4640.0,0.0,22504.994140625,3803.999267578125,76947.0,11001.0,65.0,379.0,1
3335,7371.0,871.0,19365.0,2685.0,1357.0,368.0,17400.99609375,1975.0006103515625,21059.001953125,2981.0,44.0,446.0,1
3336,4413.0,4638.0,11902.0,1803.0,874.0,127.0,22319.0,7291.00244140625,12732.005859375,1716.0,39.0,455.0,1
3337,7268.0,1281.0,22647.0,3297.0,1265.0,0.0,20255.990234375,3453.00048828125,22957.0078125,3478.0,55.0,525.0,1
3338,9560.0,1928.0,8622.0,1031.0,411.0,369.0,29164.009765625,4846.99853515625,9009.0009765625,1159.0,39.0,508.0,6
3339,15688.0,3490.0,10125.0,1212.0,0.0,45.0,41765.9921875,7106.0,10859.00390625,1126.0,42.0,460.0,1
3340,9285.0,1230.0,52175.0,7466.0,1322.0,312.0,24570.998046875,3196.99853515625,53726.98828125,7408.0,60.0,267.0,1
3341,6427.0,5173.0,40682.0,5846.0,2467.0,541.0,21967.00390625,8514.00390625,42196.984375,5919.0,59.0,295.0,1
3342,6053.0,1887.0,48808.0,6802.0,1761.0,0.0,21938.9921875,2874.998779296875,48508.99609375,7187.0,60.0,233.0,1
3343,15478.0,10157.0,24981.0,3537.0,1740.0,605.0,41277.98828125,16313.005859375,26023.994140625,3516.0,59.0,540.0,1
3344,120782.0,28511.0,537729.0,72475.0,23413.0,0.0,196530.03125,34266.99609375,299017.0625,39488.0,109.0,290.0,1
3345,51724.0,9733.0,19869.0,3097.0,1609.0,450.0,107037.9609375,9351.0,18248.99609375,2710.0,61.0,568.0,1
3346,0.0,32.0,21318.0,2741.0,727.0,132.0,8106.9990234375,1011.9998168945312,21184.998046875,2776.0,57.0,354.0,6
3347,15578.0,6597.0,43307.0,5792.0,1473.0,115.0,40190.984375,9363.001953125,34970.98828125,4678.0,62.0,410.0,1
3348,0.0,1546.0,7940.0,1375.0,121.0,415.0,8210.9990234375,3024.0009765625,7511.99853515625,1092.0,47.0,221.0,1
3349,1324.0,1564.0,110478.0,16503.0,3289.0,732.0,16077.99609375,7647.998046875,105164.046875,15914.0,70.0,382.0,1
3350,17817.0,177.0,259782.0,44872.0,23268.0,0.0,49094.00390625,4195.0,247327.109375,43271.0,87.0,179.0,1
3351,7848.0,9898.0,15047.0,2071.0,851.0,88.0,16613.998046875,15514.9970703125,15856.0,2041.0,47.0,429.0,1
3352,10214.0,1129.0,8947.0,1253.0,854.0,83.0,33063.984375,1989.9991455078125,9282.0,1196.0,42.0,444.0,6
3353,8173.0,1977.0,8010.0,1363.0,397.0,382.0,22236.990234375,5890.00244140625,8692.0009765625,1127.0,36.0,475.0,6
3354,20660.0,5194.0,52820.0,6957.0,3550.0,371.0,54312.9921875,7000.0029296875,47599.01953125,6029.0,75.0,577.0,1
3355,0.0,4709.0,40326.0,6214.0,2755.0,616.0,10685.00390625,10189.99609375,36253.99609375,5600.0,61.0,604.0,1
3356,15951.0,3800.0,54405.0,7165.0,4017.0,0.0,42848.984375,7517.00048828125,55041.015625,6722.0,63.0,339.0,1
3357,30070.0,10182.0,222498.0,27157.0,8192.0,535.0,80508.9765625,18048.001953125,231032.0625,27664.0,70.0,259.0,1
3358,8972.0,1790.0,5504.0,847.0,891.0,0.0,22117.009765625,3913.001220703125,6043.00048828125,775.0,33.0,504.0,1
3359,0.0,0.0,11831.0,2675.0,1784.0,435.0,9189.0009765625,847.9998779296875,12272.0029296875,2928.0,46.0,182.0,6
3360,0.0,135.0,3569.0,984.0,859.0,175.0,2332.00048828125,1379.9998779296875,3617.999267578125,968.0,33.0,600.0,6
3361,12950.0,1841.0,25305.0,3703.0,1552.0,538.0,35859.99609375,2610.99951171875,26437.998046875,3758.0,52.0,479.0,1
3362,8526.0,1273.0,28485.0,4044.0,1287.0,639.0,27259.98828125,2481.00048828125,31049.01171875,4257.0,58.0,244.0,1
3363,7325.0,2958.0,43316.0,5996.0,3317.0,0.0,30823.9921875,6209.99755859375,44131.015625,5773.0,64.0,553.0,1
3364,4746.0,2344.0,258649.0,43290.0,19709.0,682.0,10272.00390625,3372.9990234375,246259.984375,40729.0,69.0,332.0,1
3365,6690.0,6128.0,8101.0,1226.0,781.0,18.0,14753.998046875,10808.9970703125,7761.001953125,1057.0,53.0,354.0,1
3366,9899.0,2938.0,27895.0,3685.0,2341.0,404.0,33015.99609375,3612.99951171875,30539.0,4032.0,49.0,367.0,1
3367,10633.0,3911.0,8255.0,1543.0,561.0,0.0,40198.0,8164.998046875,9189.0009765625,1348.0,35.0,468.0,1
3368,6533.0,1168.0,17729.0,2297.0,566.0,0.0,23421.00390625,1654.000244140625,18032.001953125,2518.0,51.0,343.0,6
3369,12365.0,5839.0,26513.0,3512.0,2197.0,0.0,32588.9921875,8536.9970703125,22730.005859375,2862.0,56.0,501.0,1
3370,7916.0,2367.0,85887.0,12373.0,3243.0,79.0,23965.9921875,2923.001220703125,85981.9921875,12554.0,64.0,450.0,1
3371,11364.0,5225.0,32395.0,4005.0,1810.0,277.0,28696.998046875,7590.0009765625,33138.9921875,3620.0,60.0,404.0,1
3372,14838.0,3701.0,76020.0,9818.0,3177.0,0.0,45149.98828125,8403.0,74885.984375,9745.0,66.0,282.0,1
3373,9415.0,2130.0,24812.0,3315.0,960.0,0.0,22060.99609375,4405.0009765625,27663.009765625,3460.0,47.0,601.0,1
3374,8108.0,1377.0,42954.0,5849.0,1738.0,7.0,16048.99609375,3099.000732421875,42989.9921875,5720.0,64.0,187.0,1
3375,0.0,264.0,223441.0,41524.0,21529.0,0.0,9917.0009765625,3140.998779296875,209747.90625,38764.0,74.0,590.0,1
3376,14356.0,2537.0,63484.0,8774.0,1887.0,397.0,50062.01171875,7479.001953125,66152.984375,8989.0,65.0,481.0,1
3377,4410.0,9779.0,31874.0,3832.0,2114.0,190.0,23941.001953125,17777.0078125,33034.98828125,3772.0,55.0,418.0,1
3378,5588.0,3508.0,31716.0,4472.0,1299.0,385.0,26765.998046875,5402.001953125,32690.0,4355.0,48.0,353.0,1
3379,6041.0,2354.0,3660.0,357.0,928.0,0.0,29562.9921875,4608.0,3351.0009765625,283.0,36.0,587.0,6
3380,18824.0,5927.0,46010.0,6629.0,1845.0,0.0,48613.984375,8326.9990234375,45790.984375,6451.0,61.0,428.0,1
3381,10892.0,5474.0,73304.0,9785.0,2471.0,0.0,27552.0078125,10051.0048828125,79178.0,10296.0,64.0,422.0,1
3382,11672.0,5318.0,34522.0,4576.0,2096.0,184.0,30658.0,10729.0029296875,37586.0078125,4259.0,62.0,578.0,1
3383,19989.0,4277.0,60587.0,8828.0,2174.0,205.0,57068.01953125,7606.0,58085.0234375,8363.0,58.0,324.0,1
3384,13143.0,5456.0,30035.0,4451.0,1051.0,446.0,25821.9921875,7007.998046875,22183.994140625,3157.0,60.0,572.0,1
3385,15175.0,1959.0,55748.0,8777.0,2823.0,838.0,42720.0078125,3812.99951171875,53695.0234375,8263.0,62.0,211.0,1
3386,7864.0,873.0,94856.0,13034.0,4428.0,0.0,27220.0078125,4502.9990234375,95912.984375,13158.0,65.0,444.0,1
3387,28281.0,2404.0,149186.0,19898.0,4655.0,0.0,68489.984375,3813.999755859375,133759.9375,17624.0,73.0,539.0,1
3388,1477.0,602.0,11420.0,1454.0,15.0,0.0,22123.0,1900.0008544921875,11544.00390625,1334.0,44.0,387.0,1
3389,9608.0,1782.0,31583.0,4170.0,2600.0,468.0,23182.0078125,4146.0,31507.0,4213.0,63.0,305.0,1
3390,5188.0,1039.0,36828.0,4807.0,1196.0,257.0,19147.998046875,2804.0,37819.0,4860.0,63.0,553.0,1
3391,7166.0,3456.0,26407.0,3566.0,1908.0,315.0,21641.00390625,5147.9990234375,27248.0078125,3560.0,52.0,328.0,1
3392,9368.0,4434.0,58570.0,8435.0,2185.0,567.0,34987.0,8490.9990234375,60554.01171875,8403.0,64.0,355.0,1
3393,24183.0,2236.0,111962.0,14489.0,3625.0,306.0,59660.02734375,4480.00146484375,111270.03125,14194.0,66.0,309.0,1
3394,12810.0,1286.0,11476.0,2227.0,822.0,121.0,30190.00390625,2778.99951171875,12738.005859375,2101.0,36.0,554.0,6
3395,11312.0,1825.0,126387.0,17605.0,5424.0,394.0,39079.984375,4311.00146484375,122313.0234375,16428.0,69.0,480.0,1
3396,8376.0,4528.0,24054.0,2902.0,916.0,74.0,30405.001953125,7926.99853515625,25307.9921875,3167.0,51.0,405.0,1
3397,13828.0,1828.0,72632.0,9737.0,3500.0,255.0,35625.98828125,2920.00048828125,70255.0078125,9375.0,65.0,595.0,1
3398,8008.0,3335.0,69319.0,9283.0,3415.0,0.0,36975.0,5149.00048828125,67601.9921875,9033.0,67.0,409.0,1
3399,0.0,0.0,34342.0,4911.0,2083.0,653.0,11206.9970703125,2187.99951171875,31557.0078125,4180.0,66.0,400.0,6
3400,886.0,315.0,11652.0,2452.0,1460.0,284.0,6063.99755859375,2132.999755859375,11850.0048828125,2635.0,42.0,605.0,6
3401,17041.0,4109.0,50918.0,7280.0,1525.0,0.0,40851.98046875,8895.00390625,50205.015625,7036.0,67.0,164.0,1
3402,6687.0,2022.0,74507.0,11087.0,4061.0,577.0,27526.0078125,4661.001953125,73470.96875,11172.0,64.0,251.0,1
3403,15444.0,336.0,73483.0,9997.0,3453.0,0.0,49234.99609375,2700.99951171875,71321.015625,10182.0,69.0,473.0,6
3404,0.0,0.0,22412.0,3459.0,1743.0,146.0,8542.9990234375,664.0001220703125,23052.9921875,3192.0,49.0,589.0,6
3405,17162.0,4597.0,55236.0,6450.0,3165.0,179.0,35656.98828125,5420.99853515625,55165.984375,6214.0,63.0,251.0,1
3406,4674.0,4349.0,51082.0,7419.0,1868.0,825.0,24490.98828125,8218.001953125,54451.984375,7128.0,63.0,299.0,1
3407,15931.0,9077.0,128588.0,17449.0,6911.0,0.0,22123.9921875,11939.005859375,79420.984375,11332.0,85.0,369.0,1
3408,8424.0,744.0,5966.0,550.0,291.0,48.0,26304.001953125,2595.000244140625,5225.00048828125,363.0,40.0,608.0,6
3409,9874.0,1934.0,63128.0,8652.0,3434.0,56.0,32721.00390625,4055.00146484375,63835.97265625,8414.0,64.0,273.0,1
3410,20435.0,17362.0,309194.0,43963.0,11749.0,0.0,37000.0078125,23901.009765625,202397.03125,27571.0,87.0,242.0,1
3411,657.0,0.0,37085.0,5739.0,647.0,0.0,12246.001953125,775.9999389648438,35027.99609375,5319.0,63.0,523.0,6
3412,9528.0,10348.0,180199.0,24727.0,7484.0,60.0,19896.0,12101.0009765625,124537.9921875,17368.0,102.0,322.0,1
3413,5222.0,1892.0,40402.0,5153.0,1801.0,0.0,27962.998046875,5245.00048828125,41511.01953125,4984.0,62.0,441.0,1
3414,5123.0,0.0,11421.0,1526.0,658.0,0.0,19386.99609375,212.9999847412109,12356.0048828125,1662.0,45.0,538.0,6
3415,14801.0,3707.0,45780.0,6159.0,1451.0,156.0,24801.998046875,5875.99853515625,46836.98046875,6325.0,62.0,442.0,1
3416,2041.0,9960.0,10269.0,1539.0,567.0,415.0,12322.9951171875,17874.99609375,10699.00390625,1487.0,38.0,419.0,1
3417,3514.0,1155.0,24377.0,3830.0,2097.0,0.0,13880.005859375,2638.99951171875,26022.009765625,3779.0,42.0,248.0,1
3418,26703.0,3110.0,152420.0,20394.0,6894.0,0.0,57603.98828125,5308.998046875,149798.03125,19977.0,66.0,397.0,1
3419,21913.0,9808.0,214445.0,26477.0,9109.0,0.0,64304.01171875,16386.9921875,217597.0,26836.0,68.0,183.0,1
3420,7234.0,935.0,26880.0,3758.0,1934.0,57.0,22755.990234375,2336.00048828125,27834.013671875,4007.0,52.0,541.0,1
3421,3878.0,697.0,13995.0,1928.0,888.0,120.0,25278.0078125,2108.000732421875,14124.005859375,1596.0,47.0,610.0,1
3422,7269.0,1627.0,8600.0,1486.0,721.0,0.0,21328.9921875,2446.0,9351.0,1532.0,35.0,366.0,6
3423,15808.0,5206.0,52460.0,7027.0,1907.0,3.0,32788.0078125,10200.0009765625,46899.01953125,6147.0,62.0,322.0,1
3424,20597.0,9555.0,118751.0,15764.0,4985.0,149.0,52763.9921875,14956.0,116137.9765625,15284.0,67.0,190.0,1
3425,8255.0,1129.0,29956.0,4355.0,1888.0,12.0,25376.0,4119.0,30573.005859375,4397.0,62.0,195.0,1
3426,11263.0,3865.0,224052.0,31050.0,8948.0,1015.0,35629.01171875,5027.0,207826.0625,29052.0,74.0,313.0,1
3427,17601.0,1591.0,120567.0,16811.0,4687.0,328.0,42204.9921875,2460.001220703125,120280.953125,16211.0,70.0,606.0,1
3428,5616.0,2238.0,12065.0,1445.0,286.0,161.0,33963.99609375,3437.000732421875,12092.001953125,1176.0,51.0,400.0,6
3429,4758.0,968.0,104900.0,15111.0,4767.0,220.0,28913.0,3219.99951171875,100792.015625,14573.0,68.0,420.0,1
3430,13720.0,4703.0,84224.0,11429.0,3590.0,0.0,27888.00390625,7745.001953125,67142.0234375,8960.0,75.0,405.0,1
3431,9071.0,4636.0,487089.0,75071.0,23765.0,520.0,22699.0078125,6687.9970703125,441397.9375,69719.0,93.0,472.0,1
3432,10519.0,4429.0,20992.0,2563.0,1155.0,60.0,32487.986328125,6877.00146484375,19305.005859375,2645.0,49.0,490.0,1
3433,8770.0,2463.0,60420.0,8769.0,2177.0,0.0,37015.99609375,3546.9990234375,61105.9921875,8613.0,66.0,390.0,1
3434,0.0,1317.0,44143.0,7371.0,3059.0,270.0,14114.0009765625,2944.0,44335.9921875,7218.0,68.0,184.0,1
3435,13378.0,6228.0,75735.0,9663.0,4208.0,102.0,20181.00390625,6655.00146484375,77837.9921875,10012.0,65.0,223.0,1
3436,3131.0,0.0,22146.0,2921.0,1373.0,196.0,24884.994140625,766.9998779296875,20855.998046875,2933.0,45.0,307.0,6
3437,12194.0,4832.0,44236.0,6370.0,1764.0,1058.0,29916.0078125,7766.99951171875,46292.01953125,6084.0,52.0,313.0,1
3438,4698.0,2745.0,52791.0,7182.0,1242.0,0.0,24120.99609375,4766.99951171875,49091.9921875,6578.0,63.0,327.0,1
3439,26257.0,9534.0,145030.0,19985.0,5355.0,331.0,53549.99609375,13937.001953125,121565.046875,16276.0,75.0,461.0,1
3440,9232.0,925.0,153405.0,20768.0,5820.0,735.0,32569.013671875,1599.0,138322.046875,18658.0,69.0,431.0,1
3441,5579.0,7421.0,38863.0,5297.0,2191.0,0.0,16514.998046875,10521.9970703125,37434.01171875,4938.0,64.0,574.0,1
3442,9121.0,4136.0,20777.0,2440.0,1954.0,371.0,26006.0078125,8522.9970703125,21423.9921875,2784.0,59.0,249.0,1
3443,20120.0,3297.0,78066.0,9412.0,3676.0,0.0,42823.00390625,5694.001953125,78160.0078125,9337.0,69.0,291.0,1
3444,13835.0,925.0,6341.0,840.0,0.0,0.0,31066.013671875,3672.000244140625,6680.99755859375,781.0,37.0,577.0,6
3445,7613.0,1642.0,70399.0,9495.0,3009.0,0.0,33688.98828125,3181.999755859375,72134.0,10114.0,64.0,476.0,1
3446,16907.0,4161.0,68942.0,9301.0,3315.0,94.0,48750.9921875,5978.99755859375,61473.0,8362.0,65.0,339.0,1
3447,4929.0,1678.0,28798.0,3545.0,731.0,622.0,14269.005859375,3622.00048828125,28942.986328125,3705.0,64.0,190.0,1
3448,19583.0,10845.0,621813.0,91943.0,30212.0,1053.0,59148.0078125,12882.0009765625,564731.0625,82905.0,88.0,160.0,1
3449,6342.0,3159.0,9516.0,1451.0,957.0,391.0,22003.00390625,5661.99951171875,9068.998046875,1194.0,41.0,400.0,1
3450,5526.0,6796.0,161050.0,22047.0,5913.0,0.0,25497.99609375,9951.9990234375,140423.9375,18712.0,71.0,184.0,1
3451,52.0,0.0,22076.0,3138.0,960.0,0.0,10064.0009765625,1480.0001220703125,19172.994140625,2493.0,66.0,341.0,6
3452,6680.0,2770.0,15480.0,1777.0,279.0,168.0,26320.9921875,5514.00244140625,16869.998046875,1760.0,42.0,170.0,1
3453,5991.0,4027.0,95487.0,12263.0,3662.0,482.0,32731.990234375,6004.998046875,89394.0,11358.0,70.0,227.0,1
3454,19861.0,3810.0,126336.0,17068.0,4007.0,0.0,53024.98828125,5728.99853515625,120187.046875,16495.0,68.0,251.0,1
3455,4347.0,3655.0,45200.0,6128.0,1902.0,0.0,14909.005859375,7120.0009765625,45522.984375,5789.0,62.0,299.0,1
3456,13671.0,9132.0,31144.0,3970.0,1779.0,280.0,43868.00390625,12702.001953125,30141.98828125,3900.0,61.0,469.0,1
3457,6287.0,390.0,4585.0,1077.0,978.0,35.0,16013.0078125,2245.999755859375,4919.00048828125,890.0,34.0,608.0,1
3458,10427.0,1807.0,4537.0,909.0,747.0,0.0,20422.0078125,3535.000732421875,4416.99853515625,762.0,36.0,491.0,6
3459,18791.0,3144.0,36147.0,4816.0,1755.0,631.0,38615.0,5604.99755859375,37064.9921875,5033.0,59.0,439.0,1
3460,13926.0,3225.0,114572.0,15544.0,3678.0,0.0,33534.00390625,5087.99853515625,114764.0234375,14971.0,68.0,250.0,1
3461,8846.0,22.0,8698.0,825.0,248.0,30.0,25951.0078125,2345.0,9462.001953125,960.0,41.0,507.0,6
3462,11360.0,4422.0,37887.0,4961.0,1288.0,0.0,23325.0,6729.0,31752.990234375,3851.0,59.0,487.0,1
3463,7760.0,1981.0,50936.0,6441.0,2356.0,275.0,26355.0,4573.99853515625,51682.98046875,7036.0,64.0,552.0,1
3464,1117.0,1335.0,14791.0,1964.0,233.0,0.0,14107.9990234375,2374.000244140625,16710.005859375,1886.0,38.0,464.0,6
3465,10679.0,3872.0,12724.0,1444.0,1293.0,9.0,28786.98828125,7935.99951171875,13172.00390625,1511.0,41.0,377.0,1
3466,12123.0,3673.0,30502.0,3966.0,426.0,840.0,37672.99609375,4052.998779296875,29549.01171875,3624.0,57.0,474.0,1
3467,8028.0,888.0,11887.0,1615.0,2103.0,126.0,29523.013671875,2984.0,12231.99609375,1417.0,43.0,456.0,6
3468,15703.0,5085.0,126551.0,17772.0,5643.0,706.0,37325.99609375,6735.00244140625,110394.9609375,15239.0,69.0,531.0,1
3469,6402.0,1199.0,37734.0,5201.0,1859.0,19.0,28219.0,4496.99951171875,37570.9921875,4992.0,64.0,289.0,1
3470,0.0,2768.0,210906.0,28001.0,8709.0,144.0,17725.00390625,5044.0,149625.984375,19768.0,90.0,215.0,1
3471,20152.0,3839.0,124689.0,16966.0,4357.0,488.0,60048.98046875,7702.0009765625,124240.9453125,17099.0,68.0,286.0,1
3472,0.0,0.0,9842.0,2210.0,2287.0,130.0,5268.99951171875,2088.000732421875,8901.0029296875,2195.0,42.0,287.0,6
3473,11386.0,4732.0,22571.0,3223.0,1529.0,88.0,28646.986328125,8132.00244140625,18308.998046875,2606.0,53.0,335.0,1
3474,26366.0,14836.0,193945.0,27726.0,7848.0,164.0,58455.01171875,20277.0,146131.046875,20893.0,88.0,431.0,1
